,Location,Zhvi
10152,"41.11, -75.56",106600
10153,"39.64, -75.16",210400
10154,"42.62, -85.76",147300
10155,"42.86, -83.14",301200
10156,"38.84, -86.98",101100
10157,"33.02, -96.43",234600
10158,"39.02, -78.27",232400
10159,"41.06, -73.95",481800
10160,"43.47, -123.35",156000
10161,"35.82, -83.93",123200
10162,"41.37, -73.92",412100
10163,"27.44, -80.32",186700
10164,"43.32, -73.8",160600
10165,"41.43, -85.02",109600
10166,"42.16, -78.97",75300
10167,"40.09, -79.48",145900
10168,"31.98, -98.02",90300
10169,"35.23, -88.6",72400
10170,"40.94, -74.29",376400
10171,"39.35, -86.66",101200
10172,"39.11, -92.21",138500
10173,"43.25, -85.3",125300
10174,"39.29, -85.76",118900
10175,"38.8, -107.71",185800
10176,"41.98, -89.57",42600
10177,"43.0, -75.26",143200
10178,"41.58, -91.02",166100
10179,"40.98, -73.98",594200
10180,"42.33, -75.96",95100
10181,"34.31, -83.63",123300
10182,"22.22, -159.48",648000
10183,"33.52, -86.79",203300
10184,"40.06, -79.91",75600
10185,"41.53, -84.91",159300
10186,"42.3, -89.35",107000
10187,"39.91, -85.15",85500
10188,"33.48, -117.22",956100
10189,"43.48, -72.13",211100
10190,"41.53, -85.54",142400
10191,"43.32, -71.18",250500
10192,"35.95, -119.31",132000
10193,"41.85, -71.15",283000
10194,"40.9, -90.28",102900
10195,"40.68, -75.99",175200
10196,"34.43, -93.3",135600
10197,"43.3, -74.01",169000
10198,"42.59, -85.63",156000
10199,"28.86, -80.85",132800
10200,"43.1, -74.77",73100
10201,"42.42, -89.41",145000
10202,"41.4, -82.8",126900
10203,"41.79, -70.53",361700
10204,"30.83, -97.79",195800
10205,"35.32, -87.3",110700
10206,"34.28, -88.59",127200
10207,"32.59, -96.68",68100
10208,"35.41, -89.53",95800
10209,"39.45, -77.74",168000
10210,"42.03, -75.79",94800
10211,"43.1, -71.01",274100
10212,"39.45, -94.34",188200
10213,"43.07, -71.27",259800
10214,"33.07, -86.56",165300
10215,"42.95, -77.22",113900
10216,"38.41, -75.68",160000
10217,"44.89, -71.49",111000
10218,"42.63, -70.77",492000
10219,"33.17, -90.85",60000
10220,"31.84, -106.43",211900
10221,"41.72, -85.42",112700
10222,"38.98, -76.15",387400
10223,"40.34, -104.7",224800
10224,"39.41, -75.93",117200
10225,"34.07, -78.47",129600
10226,"44.63, -88.05",210200
10227,"40.55, -77.15",147700
10228,"40.4, -79.77",55000
10229,"40.98, -72.18",3037300
10230,"35.06, -85.25",104000
10231,"42.55, -88.86",158500
10232,"29.97, -90.42",160400
10233,"40.99, -76.08",182600
10234,"42.11, -72.2",231700
10235,"42.35, -73.8",150100
10236,"35.01, -85.0",257000
10237,"29.63, -83.12",67300
10238,"42.31, -71.93",282000
10239,"40.81, -81.37",50400
10240,"36.38, -86.31",171300
10241,"31.86, -88.7",67900
10242,"41.4, -72.12",196700
10243,"30.69, -90.97",164300
10244,"26.41, -97.23",265000
10245,"39.68, -76.16",222100
10246,"44.37, -71.61",197800
10247,"42.44, -84.92",121700
10248,"43.17, -73.32",113400
10249,"33.5, -116.81",343500
10250,"37.31, -93.58",119400
10251,"39.18, -83.93",130300
10252,"35.94, -97.58",99400
10253,"36.57, -84.12",65400
10254,"42.91, -73.9",232800
10255,"42.16, -79.39",175500
10256,"35.89, -120.6",307800
10257,"38.77, -87.3",50800
10258,"42.03, -75.8",97600
10259,"38.66, -86.79",68600
10260,"33.77, -95.53",134100
10261,"44.39, -71.18",106600
10262,"41.84, -73.92",214400
10263,"32.44, -93.97",115400
10264,"37.0, -119.15",262900
10265,"41.66, -80.85",139500
10266,"41.05, -75.44",116200
10267,"32.51, -93.41",110600
10268,"38.93, -120.77",258500
10269,"39.89, -82.54",167900
10270,"42.03, -84.45",146900
10271,"38.94, -75.88",185400
10272,"40.39, -79.41",128200
10273,"35.18, -94.41",98100
10274,"33.29, -97.79",148100
10275,"41.64, -73.56",191200
10276,"36.29, -83.13",104200
10277,"40.11, -87.25",65600
10278,"41.09, -73.42",1055400
10279,"38.96, -119.9",331100
10280,"36.28, -86.83",193000
10281,"44.75, -90.29",116500
10282,"32.22, -95.05",126800
10283,"46.32, -120.15",128800
10284,"38.56, -94.18",127500
10285,"40.22, -79.6",151400
10286,"31.96, -99.93",84500
10287,"33.28, -87.67",128800
10288,"36.74, -119.65",292400
10289,"42.76, -82.67",214700
10290,"32.44, -97.52",181100
10291,"35.94, -96.21",114000
10292,"36.88, -97.05",95400
10293,"40.04, -79.0",130000
10294,"39.32, -78.29",232400
10295,"42.9, -74.57",82800
10296,"40.51, -80.34",207100
10297,"43.26, -76.24",115000
10298,"41.24, -80.9",58400
10299,"41.96, -71.47",209900
10300,"40.72, -76.19",40700
10301,"43.08, -77.94",132000
10302,"40.58, -81.6",198100
10303,"38.4, -86.11",95600
10304,"43.33, -71.23",176000
10305,"46.85, -92.44",187000
10306,"40.28, -87.29",82800
10307,"40.56, -76.69",99300
10308,"42.54, -88.55",320500
10309,"41.75, -71.56",290700
10310,"40.41, -74.06",310800
10311,"33.42, -87.19",73200
10312,"40.88, -74.66",289000
10313,"34.03, -89.01",69600
10314,"41.98, -73.99",159400
10315,"42.33, -85.35",179500
10316,"37.32, -120.3",127500
10317,"39.71, -74.81",169700
10318,"38.54, -121.28",346100
10319,"41.95, -75.27",87800
10320,"41.83, -84.74",114100
10321,"42.22, -84.32",102500
10322,"42.05, -79.16",86100
10323,"37.07, -76.51",151700
10324,"33.37, -95.69",63000
10325,"39.52, -75.81",216000
10326,"36.74, -119.19",214200
10327,"32.49, -95.17",110100
10328,"40.9, -75.99",62000
10329,"48.01, -117.22",220400
10330,"41.86, -71.99",264000
10331,"29.72, -84.99",155800
10332,"42.06, -75.42",80600
10333,"44.44, -88.57",154800
10334,"45.34, -122.29",341800
10335,"36.15, -88.8",57000
10336,"38.04, -77.35",177200
10337,"44.1, -94.21",166400
10338,"44.95, -92.77",238400
10339,"38.89, -77.03",455200
10340,"38.22, -79.16",188100
10341,"42.23, -71.36",751900
10342,"40.32, -74.05",509900
10343,"35.06, -89.39",138200
10344,"36.87, -121.63",577000
10345,"40.91, -96.53",163400
10346,"43.82, -72.52",192700
10347,"39.2, -78.09",291400
10348,"43.38, -72.08",300300
10349,"40.37, -85.2",58100
10350,"40.29, -78.44",105700
10351,"40.49, -75.96",147000
10352,"41.9, -88.59",218600
10353,"32.9, -93.69",109700
10354,"41.32, -85.69",154500
10355,"41.44, -74.25",304700
10356,"41.63, -73.21",277500
10357,"33.92, -117.8",734800
10358,"43.32, -75.18",126600
10359,"41.06, -76.07",127800
10360,"33.54, -86.97",83600
10361,"46.64, -96.41",168500
10362,"29.23, -81.46",152400
10363,"31.62, -82.88",126500
10364,"38.33, -86.46",69700
10365,"35.28, -82.41",145100
10366,"35.23, -81.07",109100
10367,"41.12, -76.52",130800
10368,"41.68, -74.18",242700
10369,"19.63, -155.92",660200
10370,"30.81, -91.11",134200
10371,"39.92, -76.87",170500
10372,"29.46, -90.55",85300
10373,"44.98, -92.55",244200
10374,"40.66, -74.89",237500
10375,"35.54, -80.61",114000
10376,"40.86, -77.57",195700
10377,"47.97, -120.15",331600
10378,"37.62, -97.78",127700
10379,"41.13, -124.04",353200
10380,"40.39, -76.68",208900
10381,"35.36, -85.95",141100
10382,"41.98, -86.3",125900
10383,"40.07, -104.64",342200
10384,"34.83, -81.87",142100
10385,"41.41, -88.1",181300
10386,"43.4, -76.12",95600
10387,"38.61, -77.64",354900
10388,"42.23, -76.34",93600
10389,"29.76, -95.38",80200
10390,"41.28, -75.89",70200
10391,"40.61, -87.31",76200
10392,"42.21, -72.1",218700
10393,"43.17, -89.79",220300
10394,"47.53, -92.24",78100
10395,"40.24, -79.58",103400
10396,"42.19, -85.41",167200
10397,"36.17, -78.88",267700
10398,"43.1, -74.26",133400
10399,"40.99, -74.09",755700
10400,"40.67, -75.02",338900
10401,"45.88, -123.23",152900
10402,"47.62, -122.23",2433900
10403,"41.08, -85.62",93400
10404,"41.62, -72.37",245500
10405,"45.97, -89.9",263700
10406,"41.2, -74.2",421900
10407,"39.95, -75.99",207900
10408,"36.68, -97.3",69200
10409,"40.46, -124.13",184700
10410,"35.03, -88.29",122400
10411,"42.3, -74.0",148500
10412,"34.83, -89.17",71300
10413,"43.42, -96.16",151600
10414,"45.24, -123.11",237200
10415,"34.08, -84.98",155500
10416,"40.6, -86.86",107300
10417,"39.86, -75.33",80300
10418,"41.7, -70.37",422500
10419,"35.31, -120.27",438700
10420,"43.05, -82.67",148300
10421,"40.8, -83.51",85100
10422,"42.88, -75.19",111400
10423,"41.87, -72.84",343000
10424,"40.89, -74.7",263000
10425,"43.06, -76.47",114900
10426,"32.03, -89.52",86000
10427,"42.55, -73.15",189000
10428,"41.66, -70.16",348700
10429,"40.6, -79.74",64800
10430,"40.84, -73.52",600100
10431,"30.84, -83.27",113100
10432,"32.47, -98.67",63100
10433,"28.24, -81.28",212400
10434,"37.19, -76.43",283100
10435,"43.4, -95.74",102800
10436,"40.62, -105.13",287100
10437,"39.59, -89.58",115800
10438,"41.3, -80.95",118600
10439,"32.99, -95.94",86000
10440,"43.37, -83.88",87500
10441,"41.85, -73.23",325900
10442,"38.91, -84.26",161200
10443,"38.86, -104.76",239600
10444,"43.07, -76.0",124500
10445,"47.72, -122.56",225600
10446,"30.08, -90.77",179100
10447,"43.07, -86.06",165500
10448,"37.05, -78.94",107300
10449,"40.37, -79.67",181600
10450,"40.68, -85.42",86100
10451,"40.58, -76.55",71000
10452,"35.06, -88.42",78700
10453,"45.91, -89.49",208500
10454,"38.27, -87.69",89100
10455,"41.23, -81.03",93500
10456,"34.85, -80.91",142000
10457,"41.95, -85.32",107200
10458,"41.31, -81.14",180700
10459,"39.57, -86.5",135600
10460,"42.03, -73.33",166700
10461,"38.25, -90.38",143300
10462,"41.16, -90.03",73100
10463,"41.28, -95.91",112300
10464,"33.51, -83.73",155100
10465,"42.88, -88.2",260800
10466,"36.19, -78.72",146300
10467,"41.95, -73.51",208700
10468,"46.78, -92.11",213000
10469,"41.88, -87.78",153600
10470,"41.9, -73.97",191400
10471,"35.63, -94.16",104300
10472,"44.9, -93.74",282700
10473,"34.06, -118.31",808600
10474,"40.59, -75.66",279000
10475,"37.27, -113.19",170400
10476,"47.49, -92.46",103300
10477,"42.6, -70.88",554200
10478,"44.87, -92.99",169500
10479,"41.86, -74.17",256300
10480,"30.49, -84.46",120300
10481,"31.48, -89.32",125700
10482,"40.65, -80.4",126600
10483,"28.59, -81.67",307500
10484,"42.85, -89.37",248500
10485,"39.31, -74.52",724400
10486,"38.83, -84.09",113500
10487,"43.39, -72.69",232900
10488,"42.78, -82.93",223100
10489,"38.49, -76.54",320800
10490,"42.76, -71.79",234000
10491,"33.79, -84.26",126700
10492,"44.67, -91.12",125200
10493,"41.23, -86.24",95300
10494,"42.75, -77.49",167000
10495,"44.31, -88.09",171700
10496,"40.89, -74.44",824700
10497,"43.09, -88.4",378400
10498,"39.65, -74.28",259600
10499,"35.7, -118.5",129000
10500,"45.19, -91.56",158300
10501,"36.3, -87.4",123400
10502,"36.38, -119.22",120200
10503,"39.12, -86.75",102000
10504,"43.27, -88.21",323800
10505,"40.58, -86.19",97800
10506,"42.85, -82.68",188300
10507,"40.28, -80.47",120800
10508,"44.86, -122.73",285700
10509,"41.12, -84.85",116500
10510,"43.58, -88.44",138500
10511,"35.52, -86.33",183800
10512,"32.68, -116.47",275000
10513,"37.91, -86.73",77600
10514,"36.31, -119.71",134000
10515,"38.35, -81.63",73200
10516,"38.31, -85.48",203200
10517,"38.31, -86.1",127400
10518,"40.7, -83.92",128500
10519,"40.81, -80.42",148900
10520,"30.76, -95.25",155200
10521,"32.67, -79.92",634300
10522,"42.46, -79.17",84700
10523,"42.29, -76.96",81400
10524,"38.87, -77.1",743000
10525,"38.28, -78.92",180900
10526,"40.56, -89.72",183000
10527,"44.87, -98.52",83900
10528,"42.17, -75.62",94700
10529,"33.38, -118.45",613200
10530,"40.88, -80.33",102800
10531,"41.56, -83.42",130200
10532,"41.5, -72.45",206400
10533,"39.63, -76.2",235100
10534,"42.39, -75.17",133800
10535,"38.7, -119.32",294600
10536,"40.45, -76.42",178500
10537,"40.97, -84.86",110600
10538,"43.58, -90.13",192700
10539,"43.06, -78.27",93200
10540,"40.37, -75.63",183800
10541,"34.7, -86.46",244300
10542,"33.55, -96.91",130100
10543,"40.95, -75.06",250500
10544,"35.38, -85.1",143100
10545,"31.49, -89.74",93900
10546,"35.69, -80.43",89100
10547,"38.07, -87.77",148200
10548,"36.39, -114.37",145000
10549,"30.28, -91.07",205000
10550,"36.44, -118.86",269200
10551,"48.94, -122.62",367300
10552,"41.62, -74.59",183000
10553,"42.2, -73.54",239300
10554,"40.37, -79.07",111200
10555,"39.03, -95.69",158200
10556,"38.94, -76.58",427500
10557,"35.97, -83.94",264500
10558,"42.42, -73.07",204800
10559,"42.12, -72.11",286500
10560,"41.1, -75.42",98200
10561,"32.89, -92.23",97600
10562,"45.05, -92.17",179100
10563,"39.47, -79.21",227400
10564,"38.78, -122.12",266400
10565,"35.92, -79.73",132300
10566,"36.98, -79.63",304000
10567,"41.41, -83.86",151000
10568,"38.65, -76.05",258200
10569,"35.31, -86.63",106700
10570,"41.4, -83.45",138200
10571,"43.56, -88.91",160400
10572,"38.16, -86.98",91900
10573,"38.91, -83.98",112600
10574,"40.87, -74.6",265200
10575,"43.07, -75.53",122800
10576,"30.86, -87.46",116200
10577,"32.62, -110.59",66700
10578,"41.56, -83.76",239500
10579,"36.54, -86.68",162400
10580,"45.13, -123.51",140900
10581,"33.29, -96.39",206300
10582,"39.92, -83.61",140900
10583,"43.62, -73.18",162200
10584,"43.07, -75.59",117900
10585,"39.87, -79.7",112800
10586,"39.17, -85.57",88700
10587,"39.62, -87.28",72700
10588,"31.09, -88.01",61600
10589,"41.93, -72.97",229100
10590,"43.23, -73.49",155700
10591,"40.15, -79.63",130600
10592,"32.64, -90.37",107300
10593,"33.89, -80.54",83600
10594,"34.29, -119.03",1037700
10595,"35.39, -82.64",234000
10596,"40.31, -74.86",349900
10597,"38.74, -94.06",200600
10598,"44.97, -92.43",213600
10599,"35.2, -85.92",236000
10600,"40.2, -76.78",91800
10601,"37.23, -76.5",235700
10602,"40.25, -105.82",295400
10603,"43.27, -75.64",111400
10604,"42.62, -75.33",77900
10605,"36.37, -87.11",144700
10606,"41.12, -85.87",101400
10607,"30.87, -85.16",83600
10608,"42.32, -78.86",69800
10609,"41.1, -74.53",225000
10610,"45.7, -121.72",259600
10611,"36.85, -80.48",127900
10612,"34.05, -80.07",82300
10613,"42.0, -72.72",278100
10614,"42.12, -83.57",189000
10615,"35.44, -85.08",122200
10616,"32.68, -93.96",88700
10617,"44.14, -88.15",135300
10618,"42.88, -71.13",285300
10619,"42.3, -73.64",217500
10620,"46.22, -118.82",245900
10621,"42.82, -87.93",197500
10622,"40.53, -75.12",326200
10623,"38.35, -85.11",137700
10624,"40.0, -76.12",209900
10625,"33.36, -96.06",65100
10626,"35.1, -106.37",261600
10627,"38.63, -90.78",372200
10628,"41.23, -103.65",79100
10629,"42.38, -71.87",274300
10630,"39.48, -77.69",254200
10631,"42.7, -72.43",208600
10632,"43.08, -84.39",99000
10633,"39.13, -77.66",503000
10634,"40.1, -78.95",90200
10635,"39.11, -85.08",108000
10636,"40.54, -76.81",140200
10637,"39.45, -86.97",76800
10638,"44.63, -72.67",179000
10639,"40.72, -73.1",318400
10640,"38.38, -75.47",147900
10641,"35.6, -88.63",92900
10642,"44.12, -72.53",156700
10643,"38.39, -91.33",108300
10644,"36.06, -83.76",111800
10645,"43.41, -86.07",101000
10646,"40.82, -75.84",67200
10647,"44.26, -88.31",155200
10648,"45.27, -92.82",300500
10649,"43.01, -74.03",194400
10650,"34.37, -84.7",142800
10651,"40.46, -85.51",106200
10652,"32.75, -98.0",175300
10653,"33.4, -110.97",79400
10654,"33.12, -83.82",168000
10655,"32.56, -80.73",211900
10656,"32.14, -96.09",203000
10657,"39.93, -105.79",281400
10658,"42.56, -79.04",123500
10659,"45.18, -93.47",254700
10660,"40.11, -85.55",103400
10661,"30.95, -90.27",147600
10662,"35.2, -82.48",197900
10663,"38.66, -87.04",157100
10664,"40.78, -72.91",347700
10665,"41.95, -86.48",136600
10666,"37.76, -77.37",228900
10667,"45.29, -123.22",246300
10668,"38.31, -89.87",102500
10669,"39.22, -105.99",261400
10670,"38.39, -75.41",147400
10671,"41.28, -82.6",142600
10672,"42.45, -71.86",330600
10673,"40.39, -79.81",50400
10674,"33.62, -96.41",151500
10675,"33.66, -95.38",71700
10676,"38.48, -85.76",143800
10677,"40.42, -86.59",131900
10678,"41.43, -74.01",250100
10679,"41.53, -86.01",145000
10680,"41.87, -73.47",368900
10681,"41.12, -87.45",139600
10682,"43.4, -84.33",94400
10683,"37.0, -79.77",156800
10684,"39.76, -76.18",196400
10685,"38.38, -87.21",62900
10686,"43.99, -72.12",161900
10687,"38.83, -84.69",176400
10688,"33.09, -79.8",179400
10689,"40.28, -120.5",217300
10690,"40.66, -81.35",105700
10691,"33.52, -85.34",128100
10692,"38.87, -94.16",213400
10693,"27.83, -81.52",142900
10694,"47.52, -92.62",117100
10695,"43.03, -85.82",184900
10696,"35.95, -79.63",135700
10697,"44.56, -93.32",311700
10698,"43.53, -89.0",123400
10699,"44.57, -91.47",195400
10700,"39.0, -95.53",151900
10701,"42.93, -75.38",114500
10702,"40.1, -78.8",75800
10703,"33.28, -84.77",166500
10704,"43.5, -87.85",195000
10705,"40.56, -74.24",260100
10706,"36.17, -86.78",298700
10707,"41.04, -75.33",149600
10708,"39.74, -83.81",149500
10709,"34.66, -77.69",120500
10710,"39.17, -87.39",62400
10711,"40.37, -75.48",199900
10712,"40.57, -76.99",152900
10713,"42.2, -84.55",147700
10714,"39.04, -74.76",1221100
10715,"47.91, -122.57",399800
10716,"42.15, -84.51",149500
10717,"41.35, -90.37",136300
10718,"40.12, -86.61",129300
10719,"30.72, -86.67",124100
10720,"43.08, -72.43",241700
10721,"34.92, -111.62",275700
10722,"36.31, -115.2",277600
10723,"41.7, -72.16",174900
10724,"40.69, -89.79",128100
10725,"42.22, -75.52",92200
10726,"40.65, -81.29",123300
10727,"28.98, -81.54",111700
10728,"43.28, -71.81",220000
10729,"39.77, -86.14",143500
10730,"41.38, -80.87",115200
10731,"30.0, -90.4",138100
10732,"41.86, -86.55",197600
10733,"35.24, -85.84",173400
10734,"41.5, -85.82",150400
10735,"47.01, -119.12",83800
10736,"42.33, -73.07",222100
10737,"45.93, -122.44",367500
10738,"41.07, -76.41",140400
10739,"27.04, -82.19",197100
10740,"41.43, -80.57",94900
10741,"36.21, -81.0",113200
10742,"40.84, -74.94",272400
10743,"40.54, -86.52",84500
10744,"28.71, -81.77",230700
10745,"31.31, -83.91",94200
10746,"31.9, -111.36",140500
10747,"41.82, -84.53",125300
10748,"42.31, -71.22",600700
10749,"41.16, -71.58",976100
10750,"35.04, -89.54",198200
10751,"42.0, -85.45",109400
10752,"42.51, -73.22",206700
10753,"39.72, -89.91",134100
10754,"39.66, -121.38",180800
10755,"35.47, -80.25",146600
10756,"35.52, -80.33",164000
10757,"19.58, -155.07",221900
10758,"46.05, -108.38",240100
10759,"41.16, -82.02",186100
10760,"30.21, -97.11",176200
10761,"41.52, -86.27",101600
10762,"38.73, -76.82",343700
10763,"38.33, -76.45",280100
10764,"41.11, -80.25",159200
10765,"34.96, -85.36",223700
10766,"40.59, -84.95",71900
10767,"36.42, -88.17",135000
10768,"31.91, -94.68",104700
10769,"40.93, -89.75",133000
10770,"40.04, -76.1",241900
10771,"41.97, -73.65",216600
10772,"19.49, -155.23",210500
10773,"44.28, -71.68",137200
10774,"41.73, -72.36",227100
10775,"43.43, -71.17",221700
10776,"38.58, -77.97",268400
10777,"39.48, -79.04",54400
10778,"39.82, -76.33",209700
10779,"43.7, -71.22",309700
10780,"40.17, -86.02",121700
10781,"41.34, -74.45",213600
10782,"41.08, -96.13",237400
10783,"42.98, -77.67",176300
10784,"39.7, -82.43",123200
10785,"41.03, -86.02",79900
10786,"40.47, -76.29",169000
10787,"44.53, -70.45",51900
10788,"41.29, -86.11",106400
10789,"37.36, -79.38",221900
10790,"42.12, -84.36",176900
10791,"41.23, -87.64",143700
10792,"41.81, -71.11",314600
10793,"40.19, -74.01",818300
10794,"39.56, -76.24",334900
10795,"43.24, -75.25",137200
10796,"39.17, -76.95",655700
10797,"45.3, -121.95",240900
10798,"34.5, -88.2",102400
10799,"44.38, -122.94",187200
10800,"44.34, -123.33",244000
10801,"36.44, -88.33",90500
10802,"43.3, -75.61",88100
10803,"32.51, -98.04",197000
10804,"33.83, -101.84",65400
10805,"40.46, -75.15",367400
10806,"44.15, -93.88",195800
10807,"41.6, -80.86",117600
10808,"40.01, -76.16",219000
10809,"37.72, -77.67",277900
10810,"43.76, -91.57",151200
10811,"41.5, -72.71",235200
10812,"39.13, -76.81",320600
10813,"32.17, -88.81",103900
10814,"41.3, -90.19",106300
10815,"41.87, -73.76",275700
10816,"37.91, -91.9",100900
10817,"42.39, -77.69",83900
10818,"32.68, -80.16",306100
10819,"42.03, -78.33",77900
10820,"43.76, -71.12",212700
10821,"44.33, -75.91",114000
10822,"38.86, -76.6",477000
10823,"40.71, -73.26",451400
10824,"33.29, -84.45",269100
10825,"35.62, -86.59",137500
10826,"38.41, -123.01",907200
10827,"40.47, -85.62",66900
10828,"38.25, -89.75",70900
10829,"41.09, -82.12",162300
10830,"42.38, -84.46",132300
10831,"44.88, -89.33",148700
10832,"38.85, -121.18",567700
10833,"41.4, -85.61",113500
10834,"40.83, -89.88",180300
10835,"38.53, -77.8",242700
10836,"41.84, -72.82",272200
10837,"34.21, -88.66",88900
10838,"37.51, -122.5",1075100
10839,"34.99, -92.63",120300
10840,"32.98, -84.58",84800
10841,"42.75, -70.93",451300
10842,"42.63, -73.6",225300
10843,"32.14, -95.64",167000
10844,"46.15, -120.09",134800
10845,"43.48, -71.58",213300
10846,"38.29, -82.73",96400
10847,"33.28, -111.1",67500
10848,"35.88, -118.15",175100
10849,"42.38, -71.63",365500
10850,"42.61, -78.72",172000
10851,"41.09, -75.26",120000
10852,"33.62, -83.61",197300
10853,"37.41, -93.54",134200
10854,"44.99, -73.36",121700
10855,"38.37, -86.34",72100
10856,"48.8, -122.06",240100
10857,"35.42, -81.3",106700
10858,"40.66, -81.25",87800
10859,"34.33, -116.51",75200
10860,"43.36, -116.55",203300
10861,"39.36, -84.78",234400
10862,"33.41, -81.68",68300
10863,"36.26, -94.22",229100
10864,"33.0, -109.88",145000
10865,"40.58, -73.71",930500
10866,"41.53, -73.66",268000
10867,"42.92, -71.01",351500
10868,"40.83, -72.6",1568100
10869,"40.94, -72.29",2216300
10870,"32.34, -89.32",117400
10871,"36.33, -94.45",100200
10872,"36.19, -89.01",67700
10873,"44.53, -72.97",306800
10874,"42.38, -76.39",149900
10875,"41.28, -96.28",240900
10876,"42.37, -84.69",110200
10877,"44.77, -93.78",265600
10878,"41.03, -73.91",634000
10879,"42.17, -84.64",112000
10880,"42.67, -76.82",89300
10881,"47.81, -92.29",178800
10882,"44.21, -75.79",140700
10883,"40.55, -85.28",69000
10884,"36.21, -88.61",65100
10885,"42.35, -71.06",1012600
10886,"30.38, -81.93",193500
10887,"33.84, -81.66",72500
10888,"38.59, -77.72",324100
10889,"34.06, -88.39",80800
10890,"45.79, -121.89",183300
10891,"35.56, -84.95",125800
10892,"42.62, -85.02",117600
10893,"42.72, -73.36",127600
10894,"38.92, -95.58",188700
10895,"36.24, -75.87",215800
10896,"41.24, -73.94",406200
10897,"42.95, -74.37",127900
10898,"39.88, -105.77",329100
10899,"41.23, -81.55",225400
10900,"38.8, -76.58",299600
10901,"34.89, -92.52",166500
10902,"40.22, -85.77",72500
10903,"28.71, -81.73",153000
10904,"44.59, -71.51",72300
10905,"41.34, -70.74",1449000
10906,"40.92, -75.4",161900
10907,"35.8, -94.13",124800
10908,"40.81, -72.7",478500
10909,"42.7, -88.12",207300
10910,"35.89, -87.52",108000
10911,"42.24, -78.79",75800
10912,"33.82, -86.74",105300
10913,"40.78, -75.51",203400
10914,"32.18, -96.88",121400
10915,"29.59, -98.04",296400
10916,"39.42, -121.67",176700
10917,"43.7, -73.03",182300
10918,"38.34, -76.92",272400
10919,"44.92, -72.12",169200
10920,"41.21, -84.96",134900
10921,"43.13, -75.57",116100
10922,"40.63, -75.87",228100
10923,"29.48, -94.57",255800
10924,"44.2, -93.81",270500
10925,"34.24, -116.82",152400
10926,"42.21, -72.19",179400
10927,"31.6, -90.0",90800
10928,"38.9, -95.81",143400
10929,"39.8, -79.35",111800
10930,"43.32, -78.38",94100
10931,"39.86, -75.03",127200
10932,"42.1, -89.17",73800
10933,"40.65, -75.08",275200
10934,"40.58, -104.73",248000
10935,"43.11, -74.02",205100
10936,"40.7, -74.47",494700
10937,"44.21, -71.9",130200
10938,"26.69, -82.25",1294200
10939,"39.82, -79.75",91600
10940,"43.21, -89.34",228900
10941,"33.08, -79.46",207500
10942,"40.38, -104.56",210600
10943,"43.61, -85.1",100100
10944,"39.96, -87.27",61700
10945,"44.81, -72.2",144800
10946,"30.18, -90.86",178500
10947,"41.24, -75.22",135800
10948,"28.53, -81.02",197400
10949,"45.43, -121.63",383100
10950,"37.55, -120.91",185300
10951,"31.66, -82.02",144400
10952,"40.13, -77.55",165900
10953,"37.54, -122.5",1043400
10954,"40.6, -78.33",97500
10955,"43.94, -76.12",177700
10956,"41.11, -75.45",224100
10957,"30.17, -96.59",143400
10958,"41.48, -74.21",134800
10959,"43.03, -76.44",132300
10960,"41.9, -87.88",145800
10961,"44.0, -75.79",147700
10962,"35.13, -90.81",77900
10963,"38.16, -78.83",183900
10964,"39.6, -82.82",154000
10965,"44.12, -76.33",147200
10966,"45.7, -123.86",294800
10967,"30.4, -88.16",80300
10968,"34.84, -83.43",169900
10969,"45.05, -93.63",310000
10970,"41.39, -80.97",134400
10971,"38.07, -121.62",387600
10972,"41.72, -73.47",284800
10973,"43.0, -88.37",288300
10974,"36.25, -80.06",149100
10975,"36.59, -120.19",137000
10976,"39.12, -122.84",142100
10977,"40.24, -73.99",1533200
10978,"41.34, -80.08",136300
10979,"43.63, -73.8",237400
10980,"43.03, -71.94",177100
10981,"45.61, -117.89",127100
10982,"39.82, -76.39",165200
10983,"34.48, -85.47",151100
10984,"40.1, -104.51",257900
10985,"41.1, -83.78",115200
10986,"39.92, -79.64",78800
10987,"41.07, -74.42",340500
10988,"39.34, -104.46",354200
10989,"45.11, -122.94",192600
10990,"39.81, -75.2",244100
10991,"42.68, -71.81",234700
10992,"40.43, -74.23",223700
10993,"46.13, -98.08",82000
10994,"40.06, -85.84",84800
10995,"33.87, -83.11",134200
10996,"42.39, -73.7",205400
10997,"36.07, -88.81",66100
10998,"41.34, -72.43",304400
10999,"39.69, -76.72",365600
11000,"40.6, -81.36",111400
11001,"39.81, -75.15",181500
11002,"42.4, -74.61",101400
11003,"41.64, -72.07",182400
11004,"41.32, -74.54",260400
11005,"33.3, -116.92",555900
11006,"41.42, -71.78",219700
11007,"42.92, -82.88",189000
11008,"47.24, -113.53",253900
11009,"41.75, -84.75",158200
11010,"42.14, -123.32",272000
11011,"41.75, -74.37",123000
11012,"40.78, -73.59",2306000
11013,"41.59, -71.85",200200
11014,"41.32, -80.42",117600
11015,"38.83, -84.51",145400
11016,"40.77, -89.96",110600
11017,"35.76, -80.59",137300
11018,"35.07, -88.61",77000
11019,"33.56, -83.36",306900
11020,"41.92, -85.52",107100
11021,"39.86, -75.18",139900
11022,"39.11, -104.9",257100
11023,"41.02, -80.46",113900
11024,"33.97, -79.74",96500
