,Location,Zhvi
3515,"40.67, -76.2",69400
3516,"33.84, -118.14",517700
3517,"39.1, -77.55",469800
3518,"27.75, -82.64",356800
3519,"40.26, -74.52",235000
3520,"42.26, -71.8",209600
3521,"40.67, -89.54",125000
3522,"34.14, -118.13",504900
3523,"33.63, -86.59",212700
3524,"41.07, -85.13",110800
3525,"48.09, -122.24",285300
3526,"36.09, -84.13",116600
3527,"32.08, -81.1",236400
3528,"26.02, -80.16",376900
3529,"38.8, -121.24",385500
3530,"30.28, -89.77",184600
3531,"35.52, -77.39",147000
3532,"38.22, -85.74",111900
3533,"30.44, -91.12",78600
3534,"33.99, -81.08",120200
3535,"42.7, -84.55",83000
3536,"34.01, -119.72",1055000
3537,"41.37, -72.9",165800
3538,"38.53, -122.81",552100
3539,"44.96, -93.26",167900
3540,"31.21, -81.37",334400
3541,"33.61, -96.6",156100
3542,"39.54, -105.0",409400
3543,"26.37, -80.1",346000
3544,"42.53, -83.47",179200
3545,"33.94, -118.03",453500
3546,"27.95, -82.48",468700
3547,"40.66, -73.51",445200
3548,"40.86, -74.15",318900
3549,"39.95, -75.16",71200
3550,"31.96, -95.26",88000
3551,"35.1, -90.0",159400
3552,"39.21, -85.91",166000
3553,"41.83, -87.68",79600
3554,"42.03, -87.9",246600
3555,"35.1, -90.0",53200
3556,"27.95, -82.48",128700
3557,"30.33, -81.4",212300
3558,"34.23, -118.24",767100
3559,"40.7, -73.7",377300
3560,"38.22, -85.74",168300
3561,"40.65, -111.83",305600
3562,"40.14, -84.25",83700
3563,"42.43, -83.48",302800
3564,"42.96, -85.65",112100
3565,"35.66, -81.21",97900
3566,"41.88, -88.22",221400
3567,"37.38, -89.65",151500
3568,"34.46, -118.57",538800
3569,"32.33, -90.33",136800
3570,"30.06, -89.93",169900
3571,"32.33, -106.75",137500
3572,"42.63, -71.32",261600
3573,"33.51, -112.36",271000
3574,"38.64, -76.9",295800
3575,"42.49, -83.02",134000
3576,"38.86, -104.76",258900
3577,"38.78, -77.17",492900
3578,"33.59, -112.33",159900
3579,"28.18, -82.74",78000
3580,"28.8, -81.73",155700
3581,"36.12, -95.91",156600
3582,"47.24, -122.47",220200
3583,"31.46, -83.51",118500
3584,"28.66, -81.39",139600
3585,"33.68, -112.04",249400
3586,"37.0, -121.87",821100
3587,"43.1, -76.21",120600
3588,"33.75, -117.77",682300
3589,"40.66, -73.75",424600
3590,"30.45, -84.28",195300
3591,"42.46, -71.01",363800
3592,"32.1, -81.25",179200
3593,"27.97, -82.76",159300
3594,"32.3, -80.92",283600
3595,"40.19, -85.39",64200
3596,"34.43, -86.93",108200
3597,"36.03, -95.78",158800
3598,"40.29, -111.72",215300
3599,"45.67, -122.66",276300
3600,"26.63, -81.85",269400
3601,"31.93, -81.3",226000
3602,"30.06, -89.93",129800
3603,"nan, nan",294400
3604,"32.69, -97.12",115600
3605,"42.62, -83.02",240700
3606,"42.83, -106.32",184400
3607,"27.24, -80.82",109300
3608,"35.97, -83.94",111100
3609,"37.55, -77.46",109100
3610,"33.24, -84.27",109000
3611,"42.66, -82.91",259500
3612,"41.97, -71.33",328800
3613,"34.0, -81.03",142200
3614,"39.73, -75.53",117800
3615,"27.97, -82.76",101300
3616,"33.03, -84.98",82400
3617,"43.06, -87.96",80300
3618,"29.76, -95.38",141400
3619,"35.49, -80.62",119900
3620,"41.15, -73.99",448600
3621,"30.54, -97.54",178700
3622,"42.29, -83.31",40800
3623,"32.89, -84.32",72200
3624,"41.76, -72.68",129700
3625,"34.02, -118.47",800800
3626,"42.31, -122.07",134000
3627,"34.94, -81.92",134300
3628,"47.74, -122.2",535500
3629,"34.29, -83.83",134400
3630,"34.7, -86.62",203000
3631,"34.72, -92.35",315600
3632,"27.44, -80.32",121000
3633,"32.79, -96.76",212800
3634,"41.02, -111.92",292400
3635,"39.77, -86.14",135800
3636,"39.98, -82.98",212100
3637,"43.16, -77.61",123100
3638,"41.79, -87.97",244200
3639,"61.52, -149.57",240500
3640,"33.38, -111.51",212800
3641,"46.74, -122.95",161200
3642,"38.64, -121.54",316300
3643,"41.83, -87.68",391500
3644,"32.68, -117.04",394200
3645,"26.63, -81.99",166400
3646,"38.55, -121.49",491700
3647,"36.14, -115.03",160700
3648,"32.43, -110.95",272900
3649,"35.46, -86.08",130400
3650,"46.76, -112.01",237800
3651,"41.26, -96.01",203100
3652,"32.69, -97.12",191100
3653,"35.33, -89.88",111800
3654,"41.67, -86.26",72600
3655,"39.53, -76.34",294400
3656,"40.89, -73.97",356100
3657,"35.45, -84.6",125500
3658,"37.52, -122.35",1646000
3659,"36.83, -76.29",139900
3660,"34.07, -118.14",579000
3661,"35.93, -85.47",108700
3662,"29.45, -98.5",124500
3663,"29.18, -82.13",149300
3664,"40.34, -74.06",373100
3665,"40.91, -74.16",177100
3666,"47.54, -122.35",388700
3667,"39.98, -82.98",248600
3668,"31.49, -97.23",174000
3669,"28.93, -81.95",297400
3670,"33.48, -117.61",861800
3671,"41.26, -96.01",150400
3672,"47.64, -122.53",703200
3673,"42.72, -87.8",96000
3674,"47.63, -122.29",989500
3675,"44.82, -93.6",260000
3676,"37.83, -122.26",850000
3677,"44.27, -88.26",149100
3678,"32.32, -90.2",62500
3679,"37.49, -122.21",860500
3680,"41.62, -87.72",127800
3681,"41.61, -88.2",194800
3682,"47.85, -122.28",402400
3683,"37.62, -122.11",558200
3684,"26.63, -81.85",277000
3685,"41.66, -83.58",39300
3686,"40.91, -77.76",180500
3687,"38.78, -77.17",461600
3688,"40.63, -73.63",443000
3689,"30.33, -81.65",151000
3690,"42.27, -85.58",121500
3691,"30.26, -97.74",386700
3692,"42.24, -85.48",79700
3693,"40.94, -73.86",460900
3694,"41.6, -87.75",170200
3695,"34.53, -83.98",191100
3696,"33.6, -117.71",712400
3697,"41.0, -75.17",129900
3698,"34.72, -92.35",74600
3699,"34.15, -116.41",154500
3700,"47.46, -122.65",317400
3701,"30.06, -89.93",407500
3702,"39.77, -86.14",169800
3703,"42.39, -71.1",673800
3704,"41.16, -87.88",163100
3705,"41.15, -96.04",212800
3706,"47.56, -122.22",1243300
3707,"44.96, -89.64",116400
3708,"39.1, -94.62",49900
3709,"26.14, -80.13",347400
3710,"37.4, -122.29",1808200
3711,"33.56, -84.4",88000
3712,"38.04, -84.45",83600
3713,"41.6, -87.05",168600
3714,"40.14, -74.98",267900
3715,"33.33, -111.63",271300
3716,"33.22, -86.82",153900
3717,"29.76, -95.38",116000
3718,"40.78, -74.32",556400
3719,"32.75, -97.33",103600
3720,"41.85, -88.1",289400
3721,"27.48, -82.57",386100
3722,"34.5, -118.01",247900
3723,"29.76, -95.38",123600
3724,"29.7, -98.11",349400
3725,"41.64, -87.63",65700
3726,"30.16, -81.7",243200
3727,"29.67, -82.33",162300
3728,"39.53, -119.41",255200
3729,"41.27, -73.78",399500
3730,"35.24, -113.76",125600
3731,"48.46, -122.6",370400
3732,"45.7, -122.69",325500
3733,"39.75, -74.22",233500
3734,"29.78, -95.11",116900
3735,"31.09, -97.36",78800
3736,"28.37, -80.75",139800
3737,"34.15, -118.6",793600
3738,"43.79, -116.38",345600
3739,"44.74, -93.07",246400
3740,"35.94, -95.87",187700
3741,"41.26, -96.01",169100
3742,"33.61, -117.54",851600
3743,"28.01, -82.14",114300
3744,"27.59, -81.5",81700
3745,"27.75, -82.64",324400
3746,"35.1, -90.0",48000
3747,"36.31, -78.58",129200
3748,"33.37, -86.96",51100
3749,"38.16, -121.93",334000
3750,"32.78, -79.99",115200
3751,"33.26, -111.71",294200
3752,"42.64, -83.28",56900
3753,"43.02, -83.69",51100
3754,"29.76, -95.38",147900
3755,"40.62, -111.98",215200
3756,"46.14, -122.8",147800
3757,"41.15, -95.92",136500
3758,"33.86, -118.39",1396100
3759,"47.14, -122.32",279900
3760,"42.62, -83.02",291600
3761,"44.01, -88.55",155500
3762,"27.64, -80.39",126000
3763,"29.76, -95.38",144400
3764,"39.73, -75.53",298200
3765,"37.73, -122.38",746900
3766,"34.46, -84.42",164500
3767,"41.79, -72.53",163500
3768,"38.95, -76.95",248900
3769,"35.14, -90.18",68900
3770,"41.12, -73.34",1103400
3771,"34.13, -118.2",753500
3772,"36.76, -119.76",142400
3773,"42.07, -87.72",650900
3774,"30.33, -81.65",238000
3775,"40.87, -74.1",316400
3776,"37.95, -122.02",596600
3777,"38.27, -121.22",303400
3778,"42.78, -71.08",276800
3779,"38.03, -78.48",260100
3780,"32.47, -93.79",127500
3781,"42.12, -80.08",165300
3782,"28.25, -82.49",220400
3783,"40.0, -76.84",148200
3784,"40.79, -77.85",265400
3785,"40.72, -74.17",165600
3786,"58.58, -134.77",321800
3787,"38.53, -121.66",593900
3788,"43.04, -76.14",127900
3789,"47.21, -122.47",184600
3790,"40.02, -82.8",175400
3791,"25.46, -80.45",173900
3792,"39.09, -94.58",125300
3793,"41.5, -72.9",292100
3794,"30.44, -87.18",139700
3795,"39.51, -76.17",198000
3796,"34.43, -118.46",438700
3797,"40.67, -73.81",440200
3798,"34.04, -118.04",425500
3799,"38.22, -85.74",251500
3800,"41.54, -87.45",147300
3801,"44.96, -93.26",227500
3802,"37.86, -122.07",588500
3803,"32.75, -97.33",159800
3804,"33.92, -118.24",310900
3805,"38.95, -84.54",166100
3806,"29.02, -80.92",312700
3807,"42.49, -83.02",126100
3808,"34.78, -92.25",164700
3809,"25.77, -80.2",238300
3810,"39.77, -86.14",171600
3811,"27.89, -81.84",101400
3812,"32.79, -96.76",110400
3813,"42.34, -88.29",171300
3814,"43.22, -86.25",61500
3815,"33.8, -84.17",93800
3816,"37.73, -122.17",351700
3817,"33.79, -83.71",136900
3818,"33.23, -97.11",158400
3819,"38.66, -104.69",208800
3820,"39.77, -84.19",48200
3821,"40.39, -74.11",413600
3822,"28.04, -82.67",198800
3823,"40.09, -75.38",288400
3824,"42.37, -72.52",304300
3825,"38.86, -104.76",231500
3826,"39.1, -94.62",48800
3827,"36.64, -121.62",456200
3828,"47.75, -122.09",629000
3829,"40.82, -73.98",433600
3830,"38.36, -90.37",161600
3831,"37.5, -77.63",416500
3832,"26.23, -80.13",111600
3833,"42.39, -71.1",460400
3834,"41.66, -70.93",220600
3835,"39.77, -86.14",138000
3836,"34.18, -79.78",139800
3837,"40.17, -74.02",380700
3838,"42.86, -71.48",253300
3839,"34.95, -90.03",83200
3840,"39.98, -82.98",64200
3841,"27.48, -82.57",167000
3842,"43.07, -89.38",174300
3843,"38.64, -76.9",236200
3844,"42.47, -88.07",191000
3845,"41.81, -72.61",243000
3846,"29.45, -98.5",129700
3847,"35.76, -91.62",101200
3848,"41.06, -73.63",1617800
3849,"38.51, -121.44",192200
3850,"45.85, -119.21",170300
3851,"40.22, -111.69",191900
3852,"42.11, -72.53",113800
3853,"41.48, -87.44",209200
3854,"41.51, -90.42",92600
3855,"37.68, -97.34",82700
3856,"32.33, -106.75",133600
3857,"41.08, -81.52",132000
3858,"44.75, -93.35",273900
3859,"43.64, -116.26",182400
3860,"33.92, -78.02",234700
3861,"29.76, -95.38",139400
3862,"40.92, -98.36",155000
3863,"42.39, -71.18",875200
3864,"42.58, -87.85",154200
3865,"27.12, -82.43",309900
3866,"39.92, -75.29",131600
3867,"40.66, -73.84",496600
3868,"35.08, -89.79",259900
3869,"41.26, -96.01",132500
3870,"43.01, -88.23",275900
3871,"39.64, -104.96",370900
3872,"61.21, -149.25",316900
3873,"33.7, -116.17",212400
3874,"34.76, -84.97",128700
3875,"40.66, -73.63",655200
3876,"38.13, -121.39",336100
3877,"43.05, -74.34",77800
3878,"33.74, -117.76",851200
3879,"41.66, -83.58",44000
3880,"32.69, -115.51",196700
3881,"34.49, -112.44",301900
3882,"34.82, -89.98",169600
3883,"42.27, -89.06",64100
3884,"35.74, -83.97",143500
3885,"38.87, -77.4",502800
3886,"61.6, -148.46",243100
3887,"27.95, -82.48",194200
3888,"33.82, -84.64",118200
3889,"35.98, -78.91",124500
3890,"40.18, -82.99",279000
3891,"38.29, -77.48",243100
3892,"40.98, -74.03",538900
3893,"28.24, -81.28",149100
3894,"34.29, -118.25",526700
3895,"21.3, -157.85",778100
3896,"26.63, -81.85",145700
3897,"34.7, -86.62",69200
3898,"33.81, -118.22",396500
3899,"37.07, -76.51",99800
3900,"42.66, -83.38",149700
3901,"32.89, -80.05",145000
3902,"40.43, -79.97",128700
3903,"29.76, -95.38",69800
3904,"36.16, -115.28",182300
3905,"38.22, -85.74",245500
3906,"40.87, -73.32",419100
3907,"38.63, -90.24",125200
3908,"41.55, -73.03",89900
3909,"42.16, -87.84",496900
3910,"39.95, -74.18",267800
3911,"34.24, -115.86",108500
3912,"28.32, -80.68",233900
3913,"35.11, -106.62",122800
3914,"29.76, -95.38",943300
3915,"39.55, -119.8",165800
3916,"36.12, -95.91",97100
3917,"36.09, -114.9",219600
3918,"32.51, -84.87",72600
3919,"43.88, -91.21",185300
3920,"27.88, -82.24",252000
3921,"33.3, -86.79",180400
3922,"40.78, -73.19",232500
3923,"38.84, -77.44",353000
3924,"31.84, -106.43",93100
3925,"41.55, -71.46",289200
3926,"40.03, -75.51",460000
3927,"42.63, -71.32",243200
3928,"39.98, -82.98",76000
3929,"35.06, -85.25",112700
3930,"38.94, -74.9",279000
3931,"41.05, -74.75",225200
3932,"35.19, -80.83",227500
3933,"44.92, -93.4",298800
3934,"42.68, -89.01",132900
3935,"34.78, -76.86",169700
3936,"40.8, -124.15",248900
3937,"29.67, -82.33",190800
3938,"40.75, -86.06",64800
3939,"29.76, -95.38",101600
3940,"39.16, -86.52",147600
3941,"47.55, -122.37",488900
3942,"39.77, -86.14",96700
3943,"30.75, -86.57",139400
3944,"47.01, -122.29",300400
3945,"38.95, -76.73",392400
3946,"33.76, -117.88",579800
3947,"35.66, -80.48",107900
3948,"32.9, -96.55",227700
3949,"39.08, -76.57",474200
3950,"35.49, -80.62",107200
3951,"42.33, -89.01",94100
3952,"37.78, -122.12",666000
3953,"30.65, -86.88",208300
3954,"28.5, -81.37",246700
3955,"26.47, -81.8",212900
3956,"47.67, -122.72",329300
3957,"33.79, -116.93",222800
3958,"32.77, -89.1",105800
3959,"31.91, -110.9",178200
3960,"41.23, -80.81",101900
3961,"32.51, -92.08",156100
3962,"40.57, -79.95",221600
3963,"40.46, -80.06",111700
3964,"35.66, -80.48",147200
3965,"41.47, -74.02",195100
3966,"35.14, -86.56",96200
3967,"42.11, -72.53",142300
3968,"40.48, -104.9",330500
3969,"42.66, -73.79",176800
3970,"32.08, -81.1",222700
3971,"34.59, -83.76",142000
3972,"33.68, -111.73",581900
3973,"35.89, -83.57",172200
3974,"40.57, -111.89",228100
3975,"26.14, -80.13",529700
3976,"38.9, -77.26",634900
3977,"33.5, -112.08",263800
3978,"32.75, -97.33",75200
3979,"40.87, -74.21",345400
3980,"44.94, -93.1",187100
3981,"35.57, -82.54",334200
3982,"40.2, -111.47",219700
3983,"41.08, -81.52",59700
3984,"39.31, -84.22",185800
3985,"26.14, -80.13",175300
3986,"44.46, -123.34",283400
3987,"30.75, -86.57",161800
3988,"34.15, -118.36",725600
3989,"32.79, -96.76",1204200
3990,"45.13, -122.82",197700
3991,"35.69, -82.55",246300
3992,"31.73, -84.17",141700
3993,"40.44, -122.35",191500
3994,"42.37, -87.86",122600
3995,"42.89, -88.12",274800
3996,"33.68, -117.85",651200
3997,"29.64, -81.65",72400
3998,"47.22, -122.27",314800
3999,"42.24, -71.17",428600
4000,"43.46, -88.83",123200
4001,"43.68, -116.73",155000
4002,"30.44, -91.12",160200
4003,"31.84, -106.43",147900
4004,"35.24, -87.33",96700
4005,"28.55, -82.39",117100
4006,"41.08, -74.18",452900
4007,"42.59, -71.36",384500
4008,"33.66, -95.54",57400
4009,"28.3, -81.41",222200
4010,"32.79, -96.76",1340100
4011,"26.95, -82.35",169500
4012,"30.83, -83.97",89100
4013,"40.72, -73.64",792800
4014,"38.22, -85.74",87100
4015,"42.38, -83.1",38500
4016,"33.89, -117.32",437200
4017,"34.61, -92.65",157500
4018,"41.41, -73.68",256600
4019,"33.69, -117.78",700800
4020,"38.58, -121.37",501800
4021,"32.07, -110.92",142800
4022,"43.52, -112.27",125500
4023,"45.55, -123.15",297700
4024,"29.76, -95.38",488700
4025,"42.12, -80.08",113300
4026,"30.37, -90.08",230800
4027,"40.93, -73.82",694600
4028,"33.75, -117.48",437400
4029,"25.93, -80.26",140800
4030,"27.64, -80.39",184100
4031,"33.59, -112.17",202600
4032,"39.01, -76.68",343700
4033,"41.15, -85.48",126900
4034,"39.14, -119.71",229800
4035,"38.26, -76.44",240800
4036,"39.54, -104.93",423900
4037,"43.31, -76.41",81300
4038,"40.71, -124.11",261300
4039,"42.67, -83.24",148200
4040,"35.98, -79.99",91100
4041,"33.61, -112.23",240300
4042,"40.74, -84.11",90100
4043,"39.5, -118.29",168300
4044,"38.85, -77.29",544600
4045,"39.65, -85.14",64400
4046,"40.21, -111.61",191400
4047,"41.49, -82.01",217900
4048,"42.47, -83.25",129200
4049,"42.68, -83.12",378700
4050,"27.71, -82.42",173500
4051,"47.1, -122.32",266300
4052,"42.81, -86.01",180600
4053,"41.64, -87.45",55800
4054,"48.86, -122.63",311700
4055,"39.08, -108.55",162200
4056,"39.08, -77.15",422600
4057,"33.77, -84.64",121400
4058,"38.43, -122.67",524400
4059,"26.6, -81.63",110400
4060,"42.35, -71.06",490600
4061,"38.9, -94.68",232500
4062,"26.14, -81.79",280100
4063,"40.83, -74.27",511900
4064,"39.98, -82.98",219200
4065,"40.86, -73.63",509700
4066,"38.13, -122.25",306400
4067,"42.5, -71.2",481700
4068,"41.26, -96.01",227400
4069,"35.98, -79.99",55300
4070,"36.67, -121.79",476000
4071,"26.14, -80.13",340200
4072,"44.96, -93.26",208600
4073,"35.87, -84.17",308400
4074,"27.75, -82.64",86400
4075,"35.24, -81.04",155100
4076,"40.51, -75.55",247500
4077,"47.44, -122.28",300000
4078,"32.69, -97.12",192200
4079,"47.61, -122.33",535000
4080,"38.86, -104.76",246200
4081,"28.24, -82.71",174300
4082,"45.41, -122.49",350700
4083,"37.82, -85.94",117800
4084,"32.75, -97.33",119400
4085,"41.76, -72.68",99700
4086,"40.78, -73.47",543700
4087,"34.78, -92.25",82800
4088,"42.18, -88.34",209900
4089,"29.57, -90.7",114000
4090,"30.26, -97.74",341900
4091,"40.26, -76.71",209000
4092,"34.07, -118.54",2534400
4093,"41.26, -96.01",85800
4094,"42.32, -85.26",54700
4095,"33.61, -84.35",51200
4096,"38.63, -90.24",196200
4097,"47.63, -122.63",268400
4098,"28.04, -97.05",192800
4099,"42.17, -72.57",166400
4100,"39.64, -104.99",299700
4101,"42.54, -83.21",430900
4102,"40.79, -73.07",330300
4103,"33.1, -117.29",797900
4104,"44.52, -87.98",134900
4105,"36.1, -80.24",91400
4106,"41.28, -73.92",302900
4107,"36.65, -119.4",194600
4108,"42.66, -83.38",150100
4109,"41.38, -72.85",269800
4110,"35.88, -78.75",271800
4111,"27.85, -82.7",144200
4112,"40.33, -75.92",148100
4113,"41.53, -72.79",144300
4114,"27.64, -80.39",175100
4115,"39.96, -76.73",149900
4116,"32.75, -97.33",101900
4117,"38.72, -90.47",156900
4118,"39.95, -75.16",147600
4119,"40.84, -73.28",424900
4120,"28.97, -95.96",139200
4121,"38.49, -107.87",194300
4122,"48.59, -122.13",234900
4123,"37.68, -97.34",76400
4124,"37.96, -122.38",303700
4125,"34.19, -118.6",425900
4126,"39.95, -76.81",157100
4127,"33.86, -84.42",908500
4128,"31.58, -90.44",106000
4129,"41.48, -87.68",70400
4130,"40.73, -75.31",226600
4131,"40.69, -89.43",141600
4132,"41.9, -87.65",374400
4133,"42.35, -71.13",417500
4134,"42.88, -78.85",98200
4135,"41.98, -88.08",235400
4136,"29.98, -81.67",172500
4137,"30.06, -89.93",132600
4138,"42.88, -78.85",163500
4139,"26.63, -81.99",193600
4140,"33.57, -84.34",78500
4141,"36.33, -82.36",159300
4142,"32.81, -117.03",542800
4143,"39.47, -87.38",85000
4144,"40.69, -73.75",417700
4145,"33.57, -84.54",92300
4146,"40.76, -73.77",731500
4147,"47.26, -122.51",315400
4148,"44.96, -93.26",131700
4149,"40.29, -74.05",338500
4150,"39.01, -94.28",138800
4151,"38.98, -77.0",455900
4152,"40.11, -88.26",197100
4153,"40.19, -76.7",131800
4154,"26.23, -80.13",408600
4155,"43.16, -77.61",121300
4156,"35.46, -82.58",238200
4157,"40.75, -111.86",244200
4158,"32.95, -97.14",650000
4159,"42.77, -73.7",169700
4160,"32.78, -79.99",338900
4161,"29.99, -95.26",260800
4162,"34.4, -119.07",409000
4163,"29.76, -95.38",102700
4164,"40.73, -111.85",313800
4165,"33.85, -118.11",537700
4166,"41.26, -96.01",114600
4167,"48.23, -101.29",203500
4168,"35.7, -81.21",115100
4169,"47.65, -122.4",793200
4170,"34.24, -118.55",565500
4171,"34.2, -118.3",719400
4172,"34.98, -80.54",150000
4173,"32.75, -97.77",131700
4174,"41.18, -80.75",65600
4175,"44.94, -93.1",313200
4176,"36.3, -115.15",246600
4177,"31.69, -89.14",110900
4178,"26.14, -81.79",696700
4179,"42.24, -71.08",603700
4180,"41.6, -87.65",61500
4181,"45.27, -92.98",246500
4182,"38.48, -121.34",347600
4183,"33.79, -117.99",446000
4184,"41.61, -87.85",309000
4185,"37.3, -121.8",695000
4186,"32.96, -96.83",334400
4187,"37.37, -79.27",231900
4188,"27.58, -82.42",265600
4189,"42.58, -82.91",160200
4190,"30.54, -88.17",110600
4191,"43.16, -77.61",184400
4192,"43.6, -72.97",144100
4193,"32.95, -111.23",146200
4194,"39.08, -94.35",70200
4195,"42.09, -70.7",407400
4196,"38.9, -94.68",288600
4197,"34.0, -118.3",418400
4198,"39.77, -84.19",161100
4199,"36.4, -97.86",70200
4200,"38.75, -85.38",108700
4201,"29.76, -95.38",530200
4202,"39.08, -84.48",98600
4203,"39.61, -86.37",142400
4204,"39.9, -74.99",222000
4205,"42.76, -71.43",257800
4206,"64.9, -148.16",229500
4207,"47.6, -122.11",661100
4208,"33.52, -86.79",314400
4209,"41.66, -83.58",113800
4210,"38.78, -77.17",427800
4211,"34.11, -118.67",1235100
4212,"36.22, -86.61",196600
4213,"28.33, -80.62",270500
4214,"41.45, -71.51",328900
4215,"41.8, -71.35",191400
4216,"31.84, -106.43",127800
4217,"33.62, -112.17",204400
4218,"39.08, -94.35",69500
4219,"38.91, -94.38",216000
4220,"36.12, -115.13",133200
4221,"39.37, -104.85",542700
4222,"47.87, -121.88",343000
4223,"39.63, -105.34",513000
4224,"28.23, -82.17",207700
4225,"33.23, -87.54",94900
4226,"38.95, -77.34",413000
4227,"34.05, -117.46",333100
4228,"47.19, -122.33",297700
4229,"28.55, -82.39",150900
4230,"37.73, -122.2",327400
4231,"32.57, -117.11",478500
4232,"43.21, -123.4",153800
4233,"33.53, -112.22",170600
4234,"40.82, -72.98",265400
4235,"35.97, -83.94",98400
4236,"25.77, -80.2",160300
4237,"42.98, -89.53",323800
4238,"32.97, -96.33",191700
4239,"41.4, -75.66",79200
4240,"37.38, -121.9",820300
4241,"37.8, -122.27",629000
4242,"45.62, -122.57",259700
4243,"30.06, -89.93",420300
4244,"37.65, -121.13",208400
4245,"34.48, -114.32",175900
4246,"28.93, -81.29",116100
4247,"47.49, -122.25",357300
4248,"32.77, -91.9",79300
4249,"41.72, -88.34",168400
4250,"29.76, -95.38",63000
